nome,matrícula,curso
Lucia,MAT7211,Medicina
Rafael,MAT5178,Administração
Gabriel,MAT6236,Engenharia
Lucia,MAT8296,Medicina
João,MAT6515,Medicina
Gabriel,MAT1395,Administração
Maria,MAT2508,Engenharia
Julia,MAT8763,Ciências da Computação
Ana,MAT7937,Engenharia
Fernanda,MAT4501,Medicina
Julia,MAT2568,Administração
Lucia,MAT5693,Ciências da Computação
Rafael,MAT2129,Administração
Gabriel,MAT5237,Engenharia
Maria,MAT6155,Engenharia
Fernanda,MAT9671,Economia
Lucia,MAT1586,Administração
Pedro,MAT2846,Ciências da Computação
Pedro,MAT3895,Economia
João,MAT8222,Engenharia
Fernanda,MAT3104,Medicina
Fernanda,MAT2153,Administração
Rafael,MAT9871,Administração
Maria,MAT2450,Engenharia
Maria,MAT7202,Economia
Maria,MAT5158,Ciências da Computação
João,MAT2071,Economia
Rafael,MAT2790,Ciências da Computação
Pedro,MAT4124,Administração
Gabriel,MAT3828,Medicina
João,MAT4675,Ciências da Computação
Carlos,MAT3202,Engenharia
Fernanda,MAT1309,Economia
João,MAT9100,Engenharia
Rafael,MAT7301,Administração
Lucia,MAT4296,Medicina
Gabriel,MAT4605,Engenharia
Lucia,MAT5727,Engenharia
Pedro,MAT6287,Ciências da Computação
Maria,MAT5992,Administração
Maria,MAT6599,Economia
Lucia,MAT2714,Administração
Maria,MAT5495,Engenharia
Gabriel,MAT3196,Economia
Gabriel,MAT1156,Ciências da Computação
Rafael,MAT3888,Administração
Fernanda,MAT2434,Ciências da Computação
Maria,MAT5622,Ciências da Computação
Lucia,MAT3743,Administração
Rafael,MAT8627,Engenharia
Lucia,MAT8948,Ciências da Computação
Lucia,MAT4884,Administração
João,MAT2421,Medicina
João,MAT7166,Administração
Maria,MAT2343,Medicina
Maria,MAT5743,Administração
João,MAT1926,Ciências da Computação
Gabriel,MAT5564,Medicina
Lucia,MAT9086,Engenharia
Maria,MAT6524,Economia
Fernanda,MAT2033,Engenharia
Maria,MAT4244,Ciências da Computação
Julia,MAT7116,Economia
Fernanda,MAT8612,Ciências da Computação
Ana,MAT6370,Engenharia
Rafael,MAT3398,Medicina
Pedro,MAT1527,Economia
João,MAT1553,Economia
Ana,MAT3125,Economia
Ana,MAT5410,Medicina
Gabriel,MAT8225,Economia
Rafael,MAT1637,Economia
Ana,MAT3768,Ciências da Computação
Gabriel,MAT5510,Engenharia
Carlos,MAT3583,Medicina
Carlos,MAT1212,Ciências da Computação
Maria,MAT5997,Economia
Lucia,MAT7941,Economia
Julia,MAT8928,Ciências da Computação
Gabriel,MAT3002,Economia
Fernanda,MAT6866,Engenharia
João,MAT8075,Ciências da Computação
João,MAT4415,Ciências da Computação
Rafael,MAT8398,Economia
Rafael,MAT7856,Economia
Carlos,MAT3973,Medicina
Ana,MAT7928,Medicina
Lucia,MAT6945,Economia
João,MAT8165,Ciências da Computação
Lucia,MAT5773,Administração
Fernanda,MAT9562,Medicina
João,MAT9065,Medicina
Maria,MAT5216,Economia
Pedro,MAT5573,Engenharia
Lucia,MAT7652,Medicina
Ana,MAT3003,Engenharia
João,MAT9731,Engenharia
Fernanda,MAT1117,Economia
Julia,MAT1894,Engenharia
Maria,MAT9863,Engenharia
Julia,MAT5193,Medicina
Julia,MAT7806,Medicina
Pedro,MAT8183,Administração
Lucia,MAT3296,Medicina
Carlos,MAT6501,Administração
Gabriel,MAT5489,Engenharia
Lucia,MAT9296,Economia
Carlos,MAT6557,Medicina
Carlos,MAT3801,Economia
Rafael,MAT3401,Engenharia
Carlos,MAT1065,Economia
Maria,MAT2481,Engenharia
Rafael,MAT9739,Administração
Carlos,MAT2951,Ciências da Computação
Lucia,MAT7768,Ciências da Computação
Carlos,MAT7353,Economia
João,MAT2182,Medicina
Julia,MAT4183,Medicina
Maria,MAT4711,Economia
Fernanda,MAT3458,Administração
Pedro,MAT5059,Ciências da Computação
Fernanda,MAT4694,Administração
Julia,MAT3626,Engenharia
Gabriel,MAT5421,Engenharia
Pedro,MAT5391,Administração
Ana,MAT2339,Administração
João,MAT4988,Medicina
Maria,MAT3548,Ciências da Computação
Gabriel,MAT5673,Medicina
Carlos,MAT8270,Administração
Fernanda,MAT7125,Medicina
Pedro,MAT1006,Engenharia
Julia,MAT7296,Medicina
Ana,MAT6806,Medicina
João,MAT3809,Economia
Lucia,MAT7740,Engenharia
Lucia,MAT2572,Engenharia
Rafael,MAT5302,Ciências da Computação
Lucia,MAT6019,Economia
Maria,MAT3663,Economia
Pedro,MAT8536,Economia
Fernanda,MAT5808,Medicina
Lucia,MAT5283,Economia
Ana,MAT7732,Economia
João,MAT4982,Medicina
Fernanda,MAT8604,Engenharia
Fernanda,MAT8636,Economia
Ana,MAT8941,Medicina
João,MAT5444,Economia
Lucia,MAT3804,Economia
João,MAT8336,Administração
Julia,MAT7105,Administração
Julia,MAT7801,Administração
Ana,MAT8312,Economia
Pedro,MAT5454,Engenharia
Ana,MAT9363,Administração
Fernanda,MAT4704,Medicina
Fernanda,MAT5701,Administração
Julia,MAT8116,Economia
Ana,MAT3487,Ciências da Computação
Fernanda,MAT2317,Ciências da Computação
Pedro,MAT9016,Engenharia
Rafael,MAT4926,Engenharia
Lucia,MAT2509,Medicina
Maria,MAT4289,Medicina
Lucia,MAT7858,Ciências da Computação
Fernanda,MAT4409,Engenharia
Fernanda,MAT8823,Administração
Ana,MAT7213,Medicina
Julia,MAT3653,Administração
Pedro,MAT1723,Administração
Fernanda,MAT4832,Medicina
Maria,MAT5705,Engenharia
Gabriel,MAT6493,Medicina
Ana,MAT2492,Engenharia
Rafael,MAT2770,Administração
Ana,MAT5994,Engenharia
Maria,MAT6159,Engenharia
Julia,MAT7132,Engenharia
Maria,MAT8192,Engenharia
Ana,MAT8252,Administração
Rafael,MAT3097,Economia
Rafael,MAT4985,Engenharia
Maria,MAT7739,Economia
Rafael,MAT8331,Administração
Carlos,MAT8645,Ciências da Computação
Julia,MAT4251,Ciências da Computação
Pedro,MAT3941,Economia
Lucia,MAT8392,Administração
Fernanda,MAT6871,Ciências da Computação
Pedro,MAT9965,Engenharia
Julia,MAT1669,Ciências da Computação
Ana,MAT9078,Economia
Gabriel,MAT7598,Medicina
Pedro,MAT2929,Administração
Maria,MAT8714,Ciências da Computação
Carlos,MAT3795,Ciências da Computação
Fernanda,MAT9581,Medicina
João,MAT1322,Engenharia
Lucia,MAT5918,Economia
Lucia,MAT7716,Engenharia
Ana,MAT1832,Economia
Ana,MAT1057,Ciências da Computação
Pedro,MAT5198,Economia
Fernanda,MAT3209,Engenharia
João,MAT4867,Medicina
Fernanda,MAT2549,Ciências da Computação
Ana,MAT7543,Engenharia
Pedro,MAT4424,Ciências da Computação
Rafael,MAT7650,Ciências da Computação
Carlos,MAT1882,Administração
Gabriel,MAT3196,Administração
Rafael,MAT3459,Administração
Rafael,MAT4731,Engenharia
João,MAT9751,Administração
Ana,MAT1133,Economia
Maria,MAT5674,Engenharia
Lucia,MAT9255,Medicina
Maria,MAT8260,Economia
Gabriel,MAT7976,Ciências da Computação
Ana,MAT9183,Ciências da Computação
Pedro,MAT4086,Ciências da Computação
Fernanda,MAT5629,Medicina
Fernanda,MAT6245,Economia
Carlos,MAT7852,Medicina
Gabriel,MAT8091,Administração
Rafael,MAT6291,Economia
Carlos,MAT3984,Ciências da Computação
Rafael,MAT6846,Administração
Gabriel,MAT7856,Ciências da Computação
Julia,MAT4206,Medicina
Lucia,MAT6832,Ciências da Computação
Carlos,MAT7996,Engenharia
Ana,MAT5181,Medicina
Fernanda,MAT5922,Medicina
Gabriel,MAT9995,Ciências da Computação
Maria,MAT8557,Engenharia
Carlos,MAT4322,Ciências da Computação
Julia,MAT7252,Engenharia
Fernanda,MAT9183,Administração
Julia,MAT5323,Medicina
João,MAT5738,Economia
Lucia,MAT7290,Economia
Rafael,MAT1808,Engenharia
Carlos,MAT8257,Administração
Gabriel,MAT5690,Ciências da Computação
Lucia,MAT1555,Administração
Maria,MAT9812,Ciências da Computação
Ana,MAT7375,Ciências da Computação
João,MAT6720,Engenharia
João,MAT3422,Ciências da Computação
Julia,MAT9899,Engenharia
Maria,MAT7487,Medicina
João,MAT7017,Ciências da Computação
Pedro,MAT6965,Engenharia
Maria,MAT8827,Administração
Julia,MAT7470,Ciências da Computação
Pedro,MAT6618,Medicina
João,MAT1028,Economia
Julia,MAT6345,Ciências da Computação
Rafael,MAT7719,Engenharia
Rafael,MAT1393,Medicina
Gabriel,MAT1909,Ciências da Computação
Ana,MAT7334,Economia
Maria,MAT9335,Administração
Ana,MAT9490,Engenharia
Ana,MAT3954,Medicina
Maria,MAT7987,Administração
Maria,MAT8598,Engenharia
Carlos,MAT2557,Administração
Julia,MAT9443,Administração
Rafael,MAT3142,Medicina
Carlos,MAT9762,Medicina
Lucia,MAT2206,Administração
Rafael,MAT3133,Medicina
Rafael,MAT2080,Medicina
Pedro,MAT8809,Economia
Carlos,MAT9148,Engenharia
Ana,MAT5401,Medicina
Rafael,MAT3521,Economia
Pedro,MAT4623,Medicina
Maria,MAT1495,Economia
Rafael,MAT1794,Medicina
Ana,MAT1518,Engenharia
Carlos,MAT4057,Engenharia
Gabriel,MAT9494,Administração
Ana,MAT1212,Medicina
Gabriel,MAT4970,Administração
Pedro,MAT5805,Ciências da Computação
Carlos,MAT8336,Administração
Carlos,MAT1371,Engenharia
Fernanda,MAT9559,Medicina
João,MAT5474,Administração
Maria,MAT2907,Engenharia
Carlos,MAT7690,Administração
Gabriel,MAT6620,Medicina
Carlos,MAT5871,Ciências da Computação
Carlos,MAT1987,Engenharia
Lucia,MAT8450,Economia
Fernanda,MAT5107,Economia
João,MAT4446,Administração
Rafael,MAT2620,Medicina
Carlos,MAT5361,Administração
Pedro,MAT3371,Ciências da Computação
Gabriel,MAT6865,Administração
Rafael,MAT3868,Economia
João,MAT4959,Economia
Maria,MAT7625,Medicina
Pedro,MAT1307,Economia
Rafael,MAT8217,Economia
Gabriel,MAT2398,Medicina
Carlos,MAT3494,Administração
João,MAT8993,Administração
Lucia,MAT7105,Economia
Maria,MAT8130,Ciências da Computação
Ana,MAT6610,Medicina
Rafael,MAT9329,Ciências da Computação
Ana,MAT1308,Engenharia
João,MAT6778,Administração
João,MAT4532,Administração
Ana,MAT6827,Ciências da Computação
João,MAT2356,Engenharia
Maria,MAT2403,Medicina
Julia,MAT1385,Administração
Carlos,MAT9268,Economia
Maria,MAT6171,Medicina
Gabriel,MAT5017,Medicina
Maria,MAT1899,Medicina
João,MAT1525,Economia
Gabriel,MAT8436,Engenharia
Ana,MAT8402,Engenharia
Maria,MAT1710,Engenharia
Pedro,MAT3092,Engenharia
Gabriel,MAT3943,Medicina
Carlos,MAT9298,Engenharia
Carlos,MAT6247,Ciências da Computação
Pedro,MAT2115,Administração
Maria,MAT2970,Ciências da Computação
Rafael,MAT8813,Engenharia
Lucia,MAT4270,Medicina
Fernanda,MAT1170,Administração
Fernanda,MAT9746,Administração
João,MAT2060,Medicina
Pedro,MAT9120,Engenharia
Carlos,MAT8636,Engenharia
Fernanda,MAT6034,Economia
Pedro,MAT3877,Administração
Maria,MAT5483,Economia
João,MAT1408,Engenharia
Rafael,MAT7033,Engenharia
Maria,MAT6645,Ciências da Computação
Ana,MAT5379,Engenharia
Maria,MAT9280,Medicina
Maria,MAT2674,Medicina
Maria,MAT4846,Ciências da Computação
João,MAT3395,Administração
Ana,MAT4487,Engenharia
Lucia,MAT9841,Ciências da Computação
Carlos,MAT1985,Engenharia
Pedro,MAT7888,Ciências da Computação
Ana,MAT8997,Engenharia
Ana,MAT8438,Administração
Julia,MAT7712,Engenharia
João,MAT3043,Engenharia
Maria,MAT8511,Ciências da Computação
Carlos,MAT1944,Engenharia
Gabriel,MAT9378,Economia
Ana,MAT6730,Administração
Rafael,MAT5775,Medicina
Pedro,MAT2843,Engenharia
Gabriel,MAT6802,Medicina
Ana,MAT8202,Administração
Gabriel,MAT2462,Administração
Fernanda,MAT5867,Economia
Rafael,MAT1380,Medicina
Fernanda,MAT4479,Engenharia
Rafael,MAT7727,Engenharia
Rafael,MAT8451,Economia
Gabriel,MAT9291,Medicina
Fernanda,MAT3723,Administração
Gabriel,MAT5800,Engenharia
Ana,MAT5924,Ciências da Computação
Pedro,MAT9151,Administração
Pedro,MAT9372,Administração
Pedro,MAT6539,Ciências da Computação
Fernanda,MAT2532,Medicina
Ana,MAT4120,Medicina
Pedro,MAT4768,Ciências da Computação
Maria,MAT6798,Administração
Lucia,MAT8638,Ciências da Computação
Maria,MAT9532,Medicina
Rafael,MAT7280,Administração
Ana,MAT6301,Engenharia
Lucia,MAT9601,Ciências da Computação
João,MAT8790,Engenharia
Julia,MAT4173,Medicina
Carlos,MAT4976,Economia
Pedro,MAT9297,Engenharia
Pedro,MAT9957,Medicina
Gabriel,MAT2645,Medicina
Maria,MAT9686,Administração
João,MAT6299,Ciências da Computação
Pedro,MAT4770,Administração
Fernanda,MAT1788,Ciências da Computação
Fernanda,MAT5580,Medicina
Fernanda,MAT7734,Engenharia
João,MAT5421,Administração
Ana,MAT3113,Medicina
João,MAT2367,Medicina
Lucia,MAT9712,Administração
Julia,MAT9125,Ciências da Computação
Carlos,MAT8805,Administração
Ana,MAT4162,Medicina
João,MAT2865,Administração
Julia,MAT6726,Ciências da Computação
Maria,MAT6922,Ciências da Computação
Lucia,MAT2602,Engenharia
Ana,MAT1862,Economia
João,MAT7160,Engenharia
Julia,MAT8348,Ciências da Computação
Rafael,MAT8993,Administração
Carlos,MAT4953,Engenharia
Gabriel,MAT7890,Medicina
Pedro,MAT6719,Economia
Pedro,MAT3730,Economia
Rafael,MAT9686,Administração
Gabriel,MAT6991,Ciências da Computação
Maria,MAT7199,Medicina
Julia,MAT2355,Administração
João,MAT7456,Engenharia
Pedro,MAT4919,Ciências da Computação
Carlos,MAT9616,Ciências da Computação
Pedro,MAT1992,Ciências da Computação
Rafael,MAT4652,Economia
Julia,MAT3432,Economia
Gabriel,MAT4133,Administração
Maria,MAT7828,Economia
Ana,MAT3884,Ciências da Computação
Rafael,MAT3342,Administração
Maria,MAT2546,Engenharia
Pedro,MAT6495,Economia
Lucia,MAT3645,Economia
Carlos,MAT7668,Medicina
João,MAT9361,Engenharia
Rafael,MAT3713,Ciências da Computação
Fernanda,MAT8147,Administração
Julia,MAT8498,Economia
Carlos,MAT8676,Engenharia
Ana,MAT8552,Engenharia
Maria,MAT5765,Economia
Pedro,MAT4818,Economia
Maria,MAT4922,Engenharia
João,MAT4484,Engenharia
João,MAT8671,Engenharia
João,MAT2120,Administração
Carlos,MAT8811,Administração
Ana,MAT1981,Engenharia
Carlos,MAT6275,Administração
Ana,MAT2716,Medicina
Rafael,MAT2733,Medicina
Ana,MAT4923,Economia
Fernanda,MAT6411,Engenharia
Julia,MAT3186,Economia
João,MAT5371,Administração
João,MAT3899,Engenharia
Pedro,MAT9911,Engenharia
Maria,MAT3891,Medicina
Gabriel,MAT8002,Ciências da Computação
Pedro,MAT3499,Administração
Maria,MAT3002,Ciências da Computação
Pedro,MAT4115,Medicina
Fernanda,MAT4191,Ciências da Computação
Ana,MAT2637,Engenharia
Carlos,MAT2857,Engenharia
João,MAT2603,Ciências da Computação
Carlos,MAT5545,Economia
João,MAT1198,Ciências da Computação
Gabriel,MAT6605,Ciências da Computação
Gabriel,MAT5146,Ciências da Computação
Rafael,MAT5356,Medicina
Pedro,MAT6841,Economia
Gabriel,MAT3488,Ciências da Computação
João,MAT1530,Administração
Ana,MAT5797,Medicina
Julia,MAT8453,Medicina
Carlos,MAT1542,Administração
Julia,MAT1284,Engenharia
Lucia,MAT4638,Engenharia
Gabriel,MAT3756,Ciências da Computação
João,MAT5057,Ciências da Computação
Lucia,MAT1875,Engenharia
Fernanda,MAT7564,Ciências da Computação
Gabriel,MAT2343,Administração
João,MAT5051,Administração
Rafael,MAT4276,Medicina
Gabriel,MAT3260,Medicina
Carlos,MAT1918,Administração
Lucia,MAT9130,Medicina
Carlos,MAT5235,Ciências da Computação
Rafael,MAT7451,Administração
Lucia,MAT8769,Administração
Carlos,MAT3316,Ciências da Computação
Julia,MAT9733,Administração
João,MAT7725,Economia
Carlos,MAT8370,Medicina
Pedro,MAT7724,Economia
Carlos,MAT2289,Economia
Lucia,MAT8646,Administração
Fernanda,MAT6204,Engenharia
Pedro,MAT3879,Engenharia
Julia,MAT3484,Ciências da Computação
Fernanda,MAT9270,Ciências da Computação
Ana,MAT4708,Ciências da Computação
Ana,MAT2441,Ciências da Computação
Julia,MAT6323,Administração
João,MAT5714,Medicina
João,MAT6271,Medicina
Fernanda,MAT6100,Economia
Julia,MAT3001,Ciências da Computação
João,MAT1312,Ciências da Computação
Ana,MAT6401,Medicina
Rafael,MAT7051,Administração
Lucia,MAT8486,Ciências da Computação
Lucia,MAT5460,Engenharia
Maria,MAT5745,Ciências da Computação
Ana,MAT1578,Engenharia
Maria,MAT8349,Ciências da Computação
Carlos,MAT2379,Economia
Maria,MAT2742,Economia
Pedro,MAT8442,Ciências da Computação
Julia,MAT8772,Administração
Lucia,MAT8930,Engenharia
Carlos,MAT5715,Medicina
Pedro,MAT8310,Ciências da Computação
Pedro,MAT7569,Medicina
Lucia,MAT6637,Economia
Rafael,MAT9546,Administração
Pedro,MAT9502,Ciências da Computação
Ana,MAT6014,Economia
Maria,MAT8428,Ciências da Computação
Lucia,MAT8692,Medicina
Pedro,MAT3554,Medicina
Rafael,MAT8358,Ciências da Computação
Maria,MAT2040,Engenharia
João,MAT2099,Economia
Carlos,MAT6872,Engenharia
Maria,MAT2239,Administração
Carlos,MAT7620,Ciências da Computação
Maria,MAT7057,Economia
Lucia,MAT8162,Medicina
Carlos,MAT1242,Ciências da Computação
Rafael,MAT7340,Medicina
Julia,MAT2722,Administração
Lucia,MAT5330,Economia
Fernanda,MAT2475,Engenharia
Pedro,MAT8713,Engenharia
Julia,MAT1654,Administração
Ana,MAT1853,Economia
Pedro,MAT8883,Engenharia
Gabriel,MAT6967,Medicina
Gabriel,MAT1159,Ciências da Computação
Pedro,MAT8892,Medicina
João,MAT9885,Ciências da Computação
João,MAT9197,Medicina
João,MAT2184,Medicina
Maria,MAT8521,Administração
Lucia,MAT3003,Administração
Carlos,MAT9894,Engenharia
Maria,MAT4506,Medicina
Lucia,MAT1521,Administração
Gabriel,MAT9369,Medicina
João,MAT5425,Engenharia
Julia,MAT7125,Economia
Maria,MAT8896,Economia
Pedro,MAT1444,Engenharia
Maria,MAT4985,Engenharia
Lucia,MAT4846,Ciências da Computação
Julia,MAT5062,Medicina
Fernanda,MAT7321,Economia
Carlos,MAT2453,Engenharia
Carlos,MAT3498,Administração
Maria,MAT6584,Ciências da Computação
Julia,MAT5093,Medicina
Gabriel,MAT1428,Engenharia
Gabriel,MAT5528,Administração
Ana,MAT7842,Medicina
Rafael,MAT6563,Engenharia
Maria,MAT7467,Medicina
Lucia,MAT6593,Medicina
João,MAT1428,Ciências da Computação
Julia,MAT8771,Engenharia
Carlos,MAT6645,Ciências da Computação
Julia,MAT4616,Economia
Fernanda,MAT1825,Medicina
Lucia,MAT6918,Economia
Pedro,MAT8433,Administração
Rafael,MAT4512,Medicina
Gabriel,MAT1199,Economia
Carlos,MAT4243,Administração
Lucia,MAT7184,Ciências da Computação
Gabriel,MAT4045,Economia
Fernanda,MAT6114,Medicina
Ana,MAT4782,Ciências da Computação
Gabriel,MAT7028,Economia
Lucia,MAT6637,Medicina
Gabriel,MAT1480,Medicina
Gabriel,MAT2976,Administração
Carlos,MAT2051,Administração
Julia,MAT6812,Engenharia
João,MAT8838,Engenharia
João,MAT2368,Ciências da Computação
Gabriel,MAT4939,Ciências da Computação
João,MAT7521,Engenharia
João,MAT5645,Engenharia
Carlos,MAT6600,Ciências da Computação
Pedro,MAT8863,Engenharia
Carlos,MAT7060,Administração
Ana,MAT3184,Economia
João,MAT8836,Engenharia
Pedro,MAT2281,Economia
Gabriel,MAT1537,Ciências da Computação
Pedro,MAT9204,Medicina
Pedro,MAT5104,Economia
Fernanda,MAT2425,Ciências da Computação
Carlos,MAT8550,Administração
Pedro,MAT6989,Medicina
Fernanda,MAT8177,Medicina
Pedro,MAT8371,Administração
Maria,MAT9415,Economia
Julia,MAT3732,Medicina
Julia,MAT8977,Administração
Carlos,MAT9590,Medicina
Pedro,MAT7764,Ciências da Computação
Fernanda,MAT2626,Engenharia
Carlos,MAT1257,Economia
Fernanda,MAT9748,Economia
Carlos,MAT8727,Medicina
Gabriel,MAT3357,Ciências da Computação
Julia,MAT3496,Administração
Fernanda,MAT3578,Administração
Julia,MAT6968,Economia
Maria,MAT7813,Economia
Ana,MAT1786,Ciências da Computação
Pedro,MAT9575,Medicina
Fernanda,MAT1487,Engenharia
Carlos,MAT5082,Ciências da Computação
Julia,MAT3577,Ciências da Computação
Maria,MAT6355,Administração
João,MAT6709,Economia
Gabriel,MAT6187,Economia
Julia,MAT2777,Ciências da Computação
Gabriel,MAT7805,Ciências da Computação
Pedro,MAT8093,Engenharia
João,MAT6682,Economia
Ana,MAT1936,Ciências da Computação
Julia,MAT7344,Ciências da Computação
Pedro,MAT2869,Ciências da Computação
Julia,MAT3992,Economia
Pedro,MAT7984,Engenharia
Ana,MAT1306,Medicina
Rafael,MAT1973,Engenharia
João,MAT5783,Engenharia
Fernanda,MAT1318,Engenharia
Carlos,MAT2653,Administração
Rafael,MAT3651,Administração
João,MAT2408,Engenharia
Ana,MAT5619,Ciências da Computação
Gabriel,MAT7106,Ciências da Computação
Fernanda,MAT3660,Administração
João,MAT3676,Ciências da Computação
Ana,MAT1631,Economia
Fernanda,MAT3666,Economia
João,MAT9642,Medicina
Rafael,MAT2027,Medicina
Pedro,MAT4267,Engenharia
Lucia,MAT1477,Administração
Gabriel,MAT4870,Economia
João,MAT4402,Economia
Julia,MAT6724,Engenharia
Pedro,MAT6609,Economia
Lucia,MAT1160,Medicina
Pedro,MAT9610,Medicina
Lucia,MAT2288,Medicina
Julia,MAT6683,Administração
Rafael,MAT7445,Ciências da Computação
Lucia,MAT3063,Ciências da Computação
Ana,MAT9548,Engenharia
Lucia,MAT2466,Administração
Ana,MAT7626,Economia
Fernanda,MAT4400,Ciências da Computação
Pedro,MAT2419,Medicina
Fernanda,MAT1935,Economia
João,MAT4262,Engenharia
Pedro,MAT8777,Economia
Carlos,MAT6046,Ciências da Computação
Julia,MAT9155,Engenharia
João,MAT1319,Administração
Pedro,MAT8429,Administração
Julia,MAT8510,Engenharia
Maria,MAT5864,Economia
Julia,MAT5760,Economia
Carlos,MAT3270,Engenharia
Fernanda,MAT4832,Ciências da Computação
Gabriel,MAT8819,Economia
Carlos,MAT7944,Engenharia
Julia,MAT2133,Economia
Carlos,MAT3943,Administração
Gabriel,MAT8329,Medicina
Carlos,MAT4875,Engenharia
João,MAT5771,Medicina
Lucia,MAT8928,Administração
Gabriel,MAT5697,Economia
Pedro,MAT2871,Medicina
Ana,MAT4403,Engenharia
Maria,MAT5642,Administração
Lucia,MAT6548,Economia
Rafael,MAT4618,Economia
Ana,MAT5521,Ciências da Computação
Lucia,MAT2010,Ciências da Computação
Julia,MAT5071,Ciências da Computação
Fernanda,MAT9487,Ciências da Computação
Lucia,MAT7582,Engenharia
Fernanda,MAT1509,Engenharia
Lucia,MAT4255,Medicina
Gabriel,MAT7527,Medicina
Fernanda,MAT9215,Administração
Gabriel,MAT3927,Ciências da Computação
Julia,MAT9788,Engenharia
João,MAT8705,Administração
Lucia,MAT7534,Engenharia
Ana,MAT3598,Engenharia
Ana,MAT7122,Medicina
Lucia,MAT3688,Administração
João,MAT8760,Engenharia
Lucia,MAT4581,Engenharia
Rafael,MAT7522,Ciências da Computação
Maria,MAT3174,Economia
Fernanda,MAT7450,Administração
Julia,MAT6864,Administração
João,MAT3884,Economia
Rafael,MAT2600,Economia
Lucia,MAT8787,Ciências da Computação
Gabriel,MAT8000,Administração
Rafael,MAT3468,Economia
Maria,MAT2810,Engenharia
Pedro,MAT8510,Economia
Lucia,MAT3358,Engenharia
João,MAT5735,Ciências da Computação
Ana,MAT5331,Engenharia
João,MAT2963,Ciências da Computação
Maria,MAT8368,Engenharia
Julia,MAT3417,Administração
Ana,MAT9515,Administração
Ana,MAT9647,Engenharia
Maria,MAT5894,Ciências da Computação
Carlos,MAT5262,Economia
Julia,MAT6861,Medicina
Ana,MAT8830,Economia
Ana,MAT9391,Engenharia
Pedro,MAT1598,Medicina
Gabriel,MAT2590,Administração
Fernanda,MAT9618,Administração
Fernanda,MAT1784,Engenharia
Rafael,MAT4143,Medicina
Gabriel,MAT1911,Economia
Gabriel,MAT8864,Medicina
Fernanda,MAT6417,Administração
Carlos,MAT4646,Administração
Julia,MAT1625,Ciências da Computação
Pedro,MAT6563,Engenharia
Ana,MAT9277,Administração
Julia,MAT1553,Medicina
Ana,MAT2233,Administração
Pedro,MAT3374,Ciências da Computação
Rafael,MAT3528,Engenharia
Maria,MAT7383,Ciências da Computação
Fernanda,MAT1783,Medicina
Lucia,MAT2525,Medicina
Pedro,MAT8890,Medicina
João,MAT7620,Economia
Pedro,MAT2800,Engenharia
Lucia,MAT1165,Administração
Maria,MAT3797,Ciências da Computação
Lucia,MAT8762,Engenharia
Ana,MAT1743,Engenharia
Carlos,MAT7050,Engenharia
Ana,MAT1516,Medicina
Lucia,MAT7140,Engenharia
Fernanda,MAT9698,Engenharia
Pedro,MAT3220,Engenharia
Fernanda,MAT1702,Medicina
Gabriel,MAT6532,Administração
Rafael,MAT9060,Ciências da Computação
Gabriel,MAT8950,Medicina
Gabriel,MAT6824,Administração
Ana,MAT5976,Ciências da Computação
Lucia,MAT2762,Ciências da Computação
Julia,MAT8710,Administração
Fernanda,MAT2053,Ciências da Computação
Rafael,MAT4488,Ciências da Computação
Carlos,MAT3915,Ciências da Computação
Carlos,MAT3492,Administração
Carlos,MAT6171,Administração
Maria,MAT6963,Ciências da Computação
Julia,MAT1107,Economia
Pedro,MAT9389,Ciências da Computação
Pedro,MAT3547,Engenharia
Carlos,MAT8957,Ciências da Computação
Maria,MAT6545,Administração
Lucia,MAT8422,Administração
Julia,MAT5833,Economia
Ana,MAT6060,Ciências da Computação
Julia,MAT7862,Medicina
Gabriel,MAT9465,Economia
Ana,MAT1919,Medicina
Pedro,MAT9205,Ciências da Computação
Rafael,MAT4527,Engenharia
Maria,MAT9432,Engenharia
Julia,MAT3048,Medicina
Carlos,MAT1518,Ciências da Computação
Rafael,MAT9139,Economia
Rafael,MAT2623,Economia
Julia,MAT3941,Engenharia
Rafael,MAT1975,Medicina
Fernanda,MAT2790,Ciências da Computação
Carlos,MAT1862,Engenharia
Fernanda,MAT4068,Administração
Julia,MAT5822,Economia
Carlos,MAT6941,Economia
Lucia,MAT1948,Ciências da Computação
Rafael,MAT1753,Administração
Gabriel,MAT6421,Engenharia
Gabriel,MAT2288,Administração
Pedro,MAT7391,Administração
Ana,MAT6910,Ciências da Computação
João,MAT9135,Medicina
Rafael,MAT9949,Engenharia
Fernanda,MAT6940,Ciências da Computação
Gabriel,MAT7012,Economia
Fernanda,MAT3928,Administração
Rafael,MAT8006,Ciências da Computação
Pedro,MAT6788,Administração
Lucia,MAT7389,Ciências da Computação
Julia,MAT8206,Economia
Maria,MAT1745,Engenharia
Pedro,MAT7720,Medicina
Maria,MAT9842,Administração
João,MAT9224,Administração
Julia,MAT2717,Medicina
Gabriel,MAT6263,Ciências da Computação
Lucia,MAT8845,Economia
Rafael,MAT1402,Economia
Julia,MAT2040,Ciências da Computação
Pedro,MAT8411,Medicina
Ana,MAT6232,Ciências da Computação
Pedro,MAT2995,Ciências da Computação
Julia,MAT9876,Engenharia
Maria,MAT7625,Administração
Fernanda,MAT2312,Medicina
Gabriel,MAT5880,Engenharia
